Given change in reference,Calculated by formula,Difference(10^-6)
-3.19259259259259e+000,-3.177977229792673,-0.01461536279991682
-3.14259259259259e+000,-3.1314683366373313,-0.0111242559552589
-3.09074074074074e+000,-3.085204166019069,-0.005536574721670906
-2.92777777777778e+000,-2.920780371782288,-0.00699740599549159
-2.87962962962963e+000,-2.875630476029966,-0.003999153599664407
-2.83703703703704e+000,-2.830049872563612,-0.006987164473428287
-2.62962962962963e+000,-2.628049911194413,-0.0015797184352170923
-2.59074074074074e+000,-2.583195023063786,-0.007545717676954222
-2.56111111111111e+000,-2.537945485263203,-0.023165625847906934
-2.50555555555556e+000,-2.4961889633371,-0.009366592218460035
-2.66666666666667e+000,-2.6731642928802586,0.006497626213588514
-2.72407407407407e+000,-2.715880201962282,-0.008193872111788014
-2.32962962962963e+000,-2.328277135175642,-0.0013524944539877737
-2.30000000000000e+000,-2.284544621357191,-0.015455378642808881
-2.37222222222222e+000,-2.371003235847139,-0.0012189863750808883
-2.23333333333333e+000,-2.2553676955840327,0.022034362250702877
-2.30000000000000e+000,-2.293898612631636,-0.006101387368363742
-2.15925925925926e+000,-2.1623268256218022,0.003067566362542351
-2.10925925925926e+000,-2.1214529224187118,0.012193663159451695
-2.07037037037037e+000,-2.0796031711213736,0.009232800751003634
-2.03333333333333e+000,-2.0380099193311376,0.004676585997807514
-1.98148148148148e+000,-1.997881321364124,0.01639983988264393
-1.80925925925926e+000,-1.8240449139406072,0.014785654681347182
-1.77592592592593e+000,-1.7834820602531407,0.007556134327210806
-1.75000000000000e+000,-1.7426051566432794,-0.007394843356720582
-1.85000000000000e+000,-1.8636967871357866,0.013696787135786481
-1.89259259259259e+000,-1.9035977440177012,0.01100515142511127
-1.63333333333333e+000,-1.662851136807672,0.029517803474341964
-1.60740740740741e+000,-1.6227859318583573,0.015378524450947229
-1.56851851851852e+000,-1.584120967037393,0.015602448518873047
-1.52777777777778e+000,-1.5462704394546685,0.018492661676888567
-1.50185185185185e+000,-1.5070055657360755,0.005153713884225475
-1.66666666666667e+000,-1.7026138385108338,0.03594717184416374
-1.70000000000000e+000,-1.6985987529958841,-0.0014012470041158132
-1.30740740740741e+000,-1.3126961170118077,0.005288709604397646
-1.27407407407407e+000,-1.2756188671746078,0.0015447931005379
-1.24444444444444e+000,-1.239328975214993,-0.005115469229447056
-1.21296296296296e+000,-1.2027777514211997,-0.01018521154176022
-1.17592592592593e+000,-1.1675294056810999,-0.008396520244830175
-1.13703703703704e+000,-1.1325328032290656,-0.004504233807974378
-1.09814814814815e+000,-1.0967678036664579,-0.0013803444816922195
-1.06111111111111e+000,-1.061772695645088,0.0006615845339779103
-1.02407407407407e+000,-1.0270355367223594,0.002961462648289448
-9.90740740740741e-001,-0.9920558087290215,0.001315067988280516
-9.66666666666667e-001,-0.9568414218583032,-0.009825244808363776
-1.34259259259259e+000,-1.3495019473769554,0.006909354784365496
-6.11111111111111e-001,-0.6334916327925155,0.022380521681404475
-5.77777777777778e-001,-0.6016259846624665,0.023848206884688583
-5.42592592592593e-001,-0.5700269289552071,0.027434336362614165
-6.38888888888889e-001,-0.6656260966269902,0.026737207738101287
-6.92592592592592e-001,-0.6956863640711154,0.0030937714785234105
-7.27777777777778e-001,-0.7273914914246068,-0.00038628635317117244
-7.61111111111111e-001,-0.7598204015594532,-0.001290709551657776
-7.92592592592592e-001,-0.7925084294896703,-8.416310292169715e-05
-8.22222222222222e-001,-0.8259352588381186,0.0037130366158966144
