Given change in reference,Calculated by formula,Difference(10^-6)
6.04005195449350e+000,6.039805272519174,0.0002466819743265347
6.03478075425689e+000,6.0241228759943635,0.010657878262526843
6.01736914758058e+000,6.016819856635024,0.0005492909455560024
6.00602774412412e+000,6.017081918185001,-0.011054174060880939
6.01289695032720e+000,6.024170272687632,-0.011273322360432658
6.02583635975013e+000,6.037413391598844,-0.011577031848713837
6.04484597239290e+000,6.056199789398544,-0.011353817005644196
6.06992578825553e+000,6.079971694621394,-0.010045906365863999
6.10714601055784e+000,6.108219485738138,-0.001073475180297656
6.13829602964031e+000,6.140476788039977,-0.0021807583996666935
6.16944604872278e+000,6.176316143296546,-0.006870094573765861
6.21272537698128e+000,6.214782933633916,-0.0020575566526366273
6.26207490845964e+000,6.256005284737899,0.006069623721741024
6.30535423671814e+000,6.299664275922616,0.005689960795523419
6.34864466224031e+000,6.346124671264185,0.002519990976124653
6.39800529098232e+000,6.394504816954387,0.003500474027933187
6.45342502568052e+000,6.443837598315513,0.009587427365007173
6.50885585764237e+000,6.495273013846942,0.013582843795427735
6.56428668960423e+000,6.547902466663885,0.016384222940344806
6.61970642430243e+000,6.600767047797777,0.018939376504653715
6.66906705304444e+000,6.6551645534345685,0.013902499609871555
6.71841658452279e+000,6.709409295708788,0.00900728881400159
6.77383631922099e+000,6.764091104243111,0.009745214977879613
6.82925605391919e+000,6.819060180861975,0.010195873057215366
6.89074599183724e+000,6.874176737243451,0.016569254593789218
6.94616572653544e+000,6.929310202860136,0.016855523675304518
6.99551525801379e+000,6.9843385050811175,0.011176752932672507
7.05093499271199e+000,7.039147414031847,0.011787578680142907
7.10635472741019e+000,7.0936299456315535,0.012724781778636896
7.16177446210839e+000,7.1476858169646125,0.014088645143777612
7.20505379036690e+000,7.201220948839908,0.003832841526992148
7.24834421588906e+000,7.2548876947891845,-0.006543478900124633
7.30983415380711e+000,7.307111373011529,0.002722780795580526
7.37739429494500e+000,7.358563870482147,0.01883042446285277
7.43281402964320e+000,7.409171802848381,0.023642226794819088
7.48217465838521e+000,7.459559137706282,0.02261552067892758
7.53759439308341e+000,7.508260356649923,0.029334036433486865
7.58088481860558e+000,7.5565840604697385,0.024300758135841427
7.61203483768804e+000,7.603776794334034,0.008258043354006261
7.65531416594655e+000,7.649151013039009,0.00616315290754077
7.71073390064475e+000,7.693318447663451,0.017415452981299318
7.75401322890326e+000,7.7362303023342305,0.01778292656902991
7.79123345120557e+000,7.778416957100529,0.012816494105041265
7.82845367350789e+000,7.819219375343641,0.009234298164249033
7.85959259532670e+000,7.858057511261995,0.001535084064705039
7.89681281762902e+000,7.895985000417424,0.0008278172115963045
7.94010324315118e+000,7.932406074706427,0.007697168444752656
7.97124216496999e+000,7.966810306389839,0.004431858580151271
8.00239218405246e+000,8.000132361116343,0.002259822936117928
8.02746090265143e+000,8.03141449967302,-0.003953597021588706
8.05861092173389e+000,8.061506810034183,-0.002895888300292526
8.08974984355271e+000,8.089544377548552,0.00020546600415727312
8.10875945619548e+000,8.116288874978647,-0.007529418783166264
8.12776906883826e+000,8.141306664229944,-0.013537595391683865
8.14677868148103e+000,8.1645719834051,-0.017793301924070803
8.15971809090396e+000,8.186060302582813,-0.026342211678853644
8.17872770354673e+000,8.20574825379444,-0.027020550247708996
8.21594792584905e+000,8.223613565589524,-0.007665639740473296
8.24708684766786e+000,8.239425201702456,0.007661645965404418
8.26609646031064e+000,8.2536085297274,0.012487930583240825
8.28510607295341e+000,8.265908653283418,0.019197419669991334
8.31018588881603e+000,8.276307101527422,0.03387878728860727
8.32312529823896e+000,8.284786231601903,0.03833906663705733
8.32392430122220e+000,8.291329184493149,0.03259511672905191
8.33079350742528e+000,8.295919843607331,0.03487366381794921
8.34980312006805e+000,8.298542795883517,0.051260324184532635
8.36881273271083e+000,8.299183295256467,0.06962943745436334
8.38175214213375e+000,8.297827228318535,0.08392491381521516
8.38255114511699e+000,8.294461082027645,0.08809006308934464
