Given change in reference,Calculated by formula,Difference(10^-6)
-6.91211401425178e-001,-0.6814846579808882,-0.00972674344428981
-5.83935515931814e-001,-0.5597285354415555,-0.02420698049025849
-2.97988064246994e-001,-0.28162483286905665,-0.016363231377937326
-2.38259148996313e-002,0.010702725095368739,-0.03452863999500004
2.14501620764016e-001,0.23307185572653547,-0.018570234962519472
4.17199702745953e-001,0.4464347738522819,-0.02923507110632889
5.84108762155730e-001,0.610640635348976,-0.026531873193245903
6.91407443204873e-001,0.7131578140848139,-0.021750370879940917
8.82137858403126e-001,0.8841313257098403,-0.001993467306714347
1.00144979734751e+000,1.0116455886174072,-0.010195791269897114
1.14458309208037e+000,1.1500372753598629,-0.005454183279492986
1.26391782658053e+000,1.273398919411791,-0.009481092831260973
1.46672988634136e+000,1.4612199366238174,0.005509949717542595
1.58613300750886e+000,1.5856955349537365,0.00043747255512349703
1.64585736364838e+000,1.6500078679096641,-0.00415050426128416
1.75327002247642e+000,1.745407283314302,0.007862739162117993
1.83686132551598e+000,1.8252019323199777,0.011659393196002288
1.94443355323446e+000,1.9393798981721178,0.005053655062342344
2.04008370528082e+000,2.039976167344804,0.00010753793601603334
2.07598670563187e+000,2.0813243716830576,-0.005337666051187462
