Given change in reference,Calculated by formula,Difference(10^-6)
2.87142857142857e+000,2.8654618637377594,0.0059667076908107575
2.80714285714286e+000,2.7996897160631926,0.007453141079667436
2.72142857142857e+000,2.7093012071239557,0.012127364304614474
2.61428571428571e+000,2.6087249773801093,0.0055607369056005496
2.46428571428571e+000,2.4788919520228294,-0.014606237737119443
2.40000000000000e+000,2.4210789318159525,-0.02107893181595255
2.33571428571429e+000,2.3800917208319787,-0.04437743511768888
2.35714285714286e+000,2.393282318536257,-0.03613946139339719
2.46428571428571e+000,2.4645249410054957,-0.0002392267197857123
2.57142857142857e+000,2.5779033102965885,-0.006474738868018637
2.67857142857143e+000,2.6533077312936575,0.025263697277772668
2.80714285714286e+000,2.78376930170446,0.02337355543840003
2.87142857142857e+000,2.8782510070834193,-0.0068224356548491905
3.00000000000000e+000,2.971180577964032,0.02881942203596788
3.08571428571429e+000,3.07294158971286,0.012772696001429829
3.17142857142857e+000,3.1594882777939013,0.011940293634668642
3.21428571428571e+000,3.2055584018961887,0.008727312389521291
3.23571428571429e+000,3.248061058164223,-0.012346772449932875
3.25714285714286e+000,3.266383496797404,-0.009240639654544136
